curriculum_id,unit_id,lesson_id,label,url,resource_type,display_order
act2,unit-2,lesson-1,Student Workbook,https://docs.google.com/presentation/d/1Q089qFKp_f6Qq1PyjOeetGUzYbBQGPSB2G6L-4dYfFY/edit?usp=sharing,Lesson Resource,4
act2,unit-2,lesson-1,Lesson Resources,https://docs.google.com/document/d/1kQ7upwkRVopZr6Y2tjI5ZVstACgl71936uOOVumAYQ4/edit?usp=sharing,Lesson Resource,5
act2,unit-2,lesson-2,Presentación en Español,https://docs.google.com/presentation/d/19Als9lHZpOYbeUKuCsFcrUAagbO7R6hsjKpjNb5mmIw/edit?usp=sharing,Lesson Resource,1
act2,unit-2,lesson-2,Lesson Plan,https://docs.google.com/document/d/1_fBF9vDs_kbWZvc7x5jLbZIJ3KBfTondgrIuDaZcMXU/edit?usp=sharing,Lesson Resource,2
act2,unit-2,lesson-2,Slide Deck,https://drive.google.com/file/d/1eE3Y3yCrrYxVcUgm8nxGDf8Q9_41Qadi/view?usp=sharing,Lesson Resource,3
act2,unit-2,lesson-2,Student Workbook,https://docs.google.com/presentation/d/1QavOPHf5FBuctimR9mUOwq7U2jT0ORDUP2FF8xbKCJc/edit?usp=sharing,Lesson Resource,4
act2,unit-2,lesson-2,Lesson Resources,https://docs.google.com/document/d/15Wckx6l0Zh4QskmQgGrOUlgVBIGQyE7oQHKjh1oB4iA/edit?usp=sharing,Lesson Resource,5
act2,unit-2,lesson-3,Presentación en Español,https://docs.google.com/presentation/d/1w6h_T7QOmYRtEWEUrccyT1OTkFh6sXWtirdiEhXHL84/edit?usp=sharing,Lesson Resource,1
act2,unit-2,lesson-3,Lesson Plan,https://docs.google.com/document/d/1ykHteKAISYYKH11vF3c0nFToSCYilytboft03TX5rVw/edit?usp=sharing,Lesson Resource,2
act2,unit-2,lesson-3,Slide Deck,https://drive.google.com/file/d/1HF3umAPriuPN96Xb0LcFJz3x261SBInG/view?usp=sharing,Lesson Resource,3
act2,unit-2,lesson-3,Student Workbook,https://docs.google.com/presentation/d/1Q4q725l1eMogDdxTT7IcFuPgbwX7DbCF2a14Unl2NfM/edit?usp=sharing,Lesson Resource,4
act2,unit-2,lesson-3,Lesson Resources,https://docs.google.com/document/d/1zUWcwUh49k21k5oAx07hTjiMA_zboJCVVcfoStRAvGY/edit?usp=sharing,Lesson Resource,5
act2,unit-2,lesson-4,Presentación en Español,https://docs.google.com/presentation/d/1V2Q9bTUCuhdusYUA6PrjsdMobEFjI9OtZ6HTeDu3wp8/edit?usp=sharing,Lesson Resource,1
act2,unit-2,lesson-4,Lesson Plan,https://docs.google.com/document/d/15sJ4t7vNEtWY65Vn9ZTHz1wN9p_DxUek2lKqMGvpDq8/edit?usp=sharing,Lesson Resource,2
act2,unit-2,lesson-4,Slide Deck,https://drive.google.com/file/d/1z-eSL0bONVYGHZXMNl6Tgp5XiZK_8cRL/view?usp=sharing,Lesson Resource,3
act2,unit-2,lesson-4,Student Workbook,https://docs.google.com/presentation/d/1kRAEl8cunwcUq5IeIKzpAl_m3-TRpUGNdUpRhFknFkg/edit?usp=sharing,Lesson Resource,4
act2,unit-2,lesson-4,Lesson Resources,https://docs.google.com/document/d/1nk3opu37oWwa8dCYcr_NW230OFupmNnaUnkyne_f2hQ/edit?usp=sharing,Lesson Resource,5
act2,unit-2,lesson-5,Presentación en Español,https://docs.google.com/presentation/d/1xKIqBGrCo4jmegOuNQNi4XCSyWP-aMspMAwlKaGtyz4/edit?usp=sharing,Lesson Resource,1
act2,unit-2,lesson-5,Lesson Plan,https://docs.google.com/document/d/1vwygb4u4kN1OfXcmqyEOH7og3QAeW7wD-6wcHMF-DcU/edit?usp=sharing,Lesson Resource,2
act2,unit-2,lesson-5,Slide Deck,https://drive.google.com/file/d/1FSBD-nLxIaO0b2_6QNVIJn2hTPsDz-jZ/view?usp=sharing,Lesson Resource,3
act2,unit-2,lesson-5,Student Workbook,https://docs.google.com/presentation/d/1n1r_6U2utgqVMz_hrN4Ib1KOxvxEBVixpnXsnlY_6hg/edit?usp=sharing,Lesson Resource,4
act2,unit-2,lesson-5,Lesson Resources,https://docs.google.com/document/d/1Wm6F3Vs37rKHQvbZNHYHglEv7QedVzo3zDFXQI8BUr4/edit?usp=sharing,Lesson Resource,5
act2,unit-3,__unit__,Unit Overview,https://docs.google.com/document/d/1iSOuHKQLRh-N8ZUmJ7oYEx5cshnmvwOrqeeNbCWpDVs/edit?usp=sharing,Unit Resource,1
act2,unit-3,lesson-1,Presentación en Español,https://docs.google.com/presentation/d/1euQx8NCjVy04JG5XFkv8a_5fXitXXtTBYnAh8ZPGZOY/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,1
act2,unit-3,lesson-1,Lesson Plan,https://docs.google.com/document/d/1MC9j8gmZ-TJXg92O_AZQs5Fg9hXgbJZze3ow1OB4eBE/edit?usp=sharing,Lesson Resource,2
act2,unit-3,lesson-1,Slide Deck,https://drive.google.com/file/d/14WzN1vu0Fj0C_lRBdRjs0jDJpHv5jNb_/view?usp=sharing,Lesson Resource,3
act2,unit-3,lesson-1,Student Workbook,https://docs.google.com/presentation/d/1rkJheRuNeVdJZWGEJr372M3sYYWdP9f6k_zacvue2c8/edit?usp=sharing,Lesson Resource,4
act2,unit-3,lesson-1,Lesson Resources,https://docs.google.com/document/d/1K9qBNkEq93HmOuAceBm1DrwOUHXB0fh3OT1i5yMDFeI/edit?usp=sharing,Lesson Resource,5
act2,unit-3,lesson-2,Presentación en Español,https://docs.google.com/presentation/d/1Jez86_iy1FoRV-7xAZSOROF6poutsG6IS80STdR1rKk/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,1
act2,unit-3,lesson-2,Lesson Plan,https://docs.google.com/document/d/1zdRwIio4qNW2XLor7YPlfQ1tdWAI440AduHMoU1q9Go/edit?usp=sharing,Lesson Resource,2
act2,unit-3,lesson-2,Slide Deck,https://drive.google.com/file/d/1edXTeJizrcQZ1pT6lnLdAgiKlFyug3-C/view?usp=sharing,Lesson Resource,3
act2,unit-3,lesson-2,Student Workbook,https://docs.google.com/presentation/d/13CGqxfc2mT2JweUtG0RD53ej9za5laDuGeQBBK0B6wo/edit?usp=sharing,Lesson Resource,4
act2,unit-3,lesson-2,Lesson Resources,https://docs.google.com/document/d/1qtFvFHWLg5a-iVDDIP3PcDrhYWkWYjPKMKQTm8GcgDg/edit?usp=sharing,Lesson Resource,5
act2,unit-3,lesson-3,Lesson Plan,https://docs.google.com/document/d/1FgXld5e3wITLW8WratR3U1bEAdlPSEeS8Ax29_PLVVc/edit?usp=sharing,Lesson Resource,1
act2,unit-3,lesson-3,Slide Deck,https://drive.google.com/file/d/192Xmzk1burzxwnAgPfEfBFs6CHRSQmrH/view?usp=sharing,Lesson Resource,2
act2,unit-3,lesson-3,Student Workbook,https://docs.google.com/presentation/d/1Ivj75bFZJQeJfxP7hUnK_guT6nlmrCUdHRCo8J_HMIU/edit?usp=sharing,Lesson Resource,3
act2,unit-3,lesson-3,Lesson Resources,https://docs.google.com/document/d/14M3GF4-nX_Ip3dpqRpUT-nJ3UF_5ATNsswF2ewZpybI/edit?usp=sharing,Lesson Resource,4
act2,unit-3,lesson-3,Presentación en Español,https://docs.google.com/presentation/d/17E6_hAHoD-9Ny76RvxTBqkABfuMT3YmqBEkGDfZ4y7c/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,5
act2,unit-3,lesson-4,Presentación en Español,https://docs.google.com/presentation/d/1Rz9jR5wXwbghdZfJ2j3zx2MGKKABFn2BjForyIf6PBE/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,1
act2,unit-3,lesson-4,Lesson Plan,https://docs.google.com/document/d/1nQWLc1B8RLsXiF_v7_WrsZSt-VWPFOhdcZ5hBFMZCiA/edit?usp=sharing,Lesson Resource,2
act2,unit-3,lesson-4,Slide Deck,https://drive.google.com/file/d/1TdsLYRxMnEF4NVH2uDHoga8CqxU0nFQO/view?usp=sharing,Lesson Resource,3
act2,unit-3,lesson-4,Student Workbook,https://docs.google.com/presentation/d/1Wg0_9G8uVqyfMQYNkv9RuzRzQtovf_PkAKzo0NN-2mA/edit?usp=sharing,Lesson Resource,4
act2,unit-3,lesson-4,Lesson Resources,https://docs.google.com/document/d/1lZy2XuDuWHAvs2W-v-4HhZxQgWkOQN0P7deF9rMFPwY/edit?usp=sharing,Lesson Resource,5
act2,unit-3,lesson-5,Presentación en Español,https://docs.google.com/presentation/d/1rBNR9vQ09XgUiq_G2_UIrwmi7hZiBm_iHz_5hdVJ2mI/edit?slide=id.g36931609232_3_45#slide=id.g36931609232_3_45,Lesson Resource,1
act2,unit-3,lesson-5,Lesson Plan,https://docs.google.com/document/d/1ZIGJSBKPWOlDw__TtVrhttqvDiy_7sq_Rkq3OpgmhtQ/edit?usp=sharing,Lesson Resource,2
act2,unit-3,lesson-5,Slide Deck,https://drive.google.com/file/d/1BsPkqudP0RH-VOaGhWkrbzEOnHhl2lHp/view?usp=sharing,Lesson Resource,3
act2,unit-3,lesson-5,Student Workbook,https://docs.google.com/presentation/d/1k8xoZMeVa27p5HmlIg-Y6RhRQpLFjOsmRk0tkdhubd4/edit?usp=sharing,Lesson Resource,4
act2,unit-3,lesson-5,Lesson Resources,https://docs.google.com/document/d/1tzgl5eWDBldFLa93BeIPZkkaTZQl17IXr-AzjnbEloo/edit?usp=sharing,Lesson Resource,5
act2,unit-4,__unit__,Unit Overview,https://docs.google.com/document/d/1S7HH7N6zdpDmG0sQof837Sun4Bs_0w2SXcYS2Ppmcbk/edit?usp=sharing,Unit Resource,1
act2,unit-4,lesson-1,Presentación en Español,https://docs.google.com/presentation/d/1iB8WEOTUtvPjkrwbmofc88cgrxBf5cgdTOz1mRIyq8M/edit?slide=id.g8d6df723ea_0_0#slide=id.g8d6df723ea_0_0,Lesson Resource,1
act2,unit-4,lesson-1,Lesson Plan,https://docs.google.com/document/d/1pQ9Ib4TKf6edrrjbH9pTuonZBJpPNxlknF8kb6HLmJ8/edit?usp=sharing,Lesson Resource,2
act2,unit-4,lesson-1,Slide Deck,https://drive.google.com/file/d/13nnJBO_WC0mWcod7LV4Lok9r6PyB-byF/view?usp=sharing,Lesson Resource,3
act2,unit-4,lesson-1,Student Workbook,https://docs.google.com/presentation/d/1e_88G7wFfliT4KCSFL_13ZOTDTQN0PxFOPvsVE11Fbw/edit?usp=sharing,Lesson Resource,4
act2,unit-4,lesson-1,Lesson Resources,https://docs.google.com/document/d/1kyb3fHcKkZwOx-fVMtmdbGCEZzPXeCBxbHbk_rcsdqY/edit?usp=sharing,Lesson Resource,5
act2,unit-4,lesson-2,Presentación en Español,https://docs.google.com/presentation/d/1ZC35AA9_hQgpbd2ZEGprRsvfWoHrpMI3zJUhqLZRSAY/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,1
act2,unit-4,lesson-2,Lesson Plan,https://docs.google.com/document/d/1PCGnLvYqLcHljWgcn6c30C3LpRq2ZMC3zWV6homOdCU/edit?usp=sharing,Lesson Resource,2
act2,unit-4,lesson-2,Slide Deck,https://drive.google.com/file/d/1xjuonmDWjYgTV9DsPZniwOVhfcIzEHQx/view?usp=sharing,Lesson Resource,3
act2,unit-4,lesson-2,Student Workbook,https://docs.google.com/presentation/d/1insP7VMEHMu0mc57uUdaS-5HnXHhUrj58uI-OEe4Vfc/edit?usp=sharing,Lesson Resource,4
act2,unit-4,lesson-2,Lesson Resources,https://docs.google.com/document/d/1y4WI3KqhBmpGovAF3Ig6-mL3ZoLyxDAyUPDwesZZly4/edit?usp=sharing,Lesson Resource,5
act2,unit-4,lesson-3,Lesson Plan,https://docs.google.com/document/d/1UtHst0ThVseVyCauO-avXsPSoiKHVn8fNV6qnrMtQ8M/edit?usp=sharing,Lesson Resource,1
act2,unit-4,lesson-3,Slide Deck,https://drive.google.com/file/d/1A-nTYA2QzJEsQXh0kYwQlsg6ehskG7DL/view?usp=sharing,Lesson Resource,2
act2,unit-4,lesson-3,Student Workbook,https://docs.google.com/presentation/d/1060Q4kAJlg3c8IABqTBOc8hHmPitbODt6Eh1FyOR7KE/edit?usp=sharing,Lesson Resource,3
act2,unit-4,lesson-3,Lesson Resources,https://docs.google.com/document/d/1Mk8crX-OVMbwpp3RbDv76YoWhTQy95qMHtOvnEn8mFg/edit?usp=sharing,Lesson Resource,4
act2,unit-4,lesson-3,Presentación en Español,https://docs.google.com/presentation/d/1tQmaaujsxxyq-gH7Erk-tNqEcjY1vxb9GSaSzpO-3oI/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,5
act2,unit-4,lesson-4,Presentación en Español,https://docs.google.com/presentation/d/15VizDlKVrWHGS2t2KZIRRRs8uBDwDO3o_9WcI8xsReI/edit?slide=id.g74591ea4aa_0_0#slide=id.g74591ea4aa_0_0,Lesson Resource,1
act2,unit-4,lesson-4,Lesson Plan,https://docs.google.com/document/d/1x-NAB5D3I5dUwp8fGbNQY-SBd3AXNMvLHKPsDD2vPyQ/edit?usp=sharing,Lesson Resource,2
act2,unit-4,lesson-4,Slide Deck,https://drive.google.com/file/d/1iOX_8z2KHWujYuWcRcbCC6sKyJn8vNaR/view?usp=sharing,Lesson Resource,3
act2,unit-4,lesson-4,Student Workbook,https://docs.google.com/presentation/d/1fB7qIo1I42iKAtk8DYMIdJNWt-FIyYQ9fsbRbKIlHBI/edit?usp=sharing,Lesson Resource,4
act2,unit-4,lesson-4,Lesson Resources,https://docs.google.com/document/d/191ER2QCALmxphC1UCBXnE6SEaAmaiI8IH5ZzsT3Dn8M/edit?usp=sharing,Lesson Resource,5
act2,unit-4,lesson-5,Presentación en Español,https://docs.google.com/presentation/d/1NEFFHDN2osxs7PztX-ES24JdfrUDGPkCCUnSZ_CI-2I/edit?usp=sharing,Lesson Resource,1
act2,unit-4,lesson-5,Lesson Plan,https://docs.google.com/document/d/1qozXlmX3G-CgFMdaXb8NDntXXkMVctsmJjWog_Dzmng/edit?usp=sharing,Lesson Resource,2
act2,unit-4,lesson-5,Slide Deck,https://drive.google.com/file/d/1XpeEyXLLXFlrO7hq-nhvJvzHcNtzKPYo/view?usp=sharing,Lesson Resource,3
act2,unit-4,lesson-5,Student Workbook,https://docs.google.com/presentation/d/1uD7Jy-3yPWBmi6BfcI29OdliUGjw7MXx_o_021Jc7qI/edit?usp=sharing,Lesson Resource,4
act2,unit-4,lesson-5,Lesson Resources,https://docs.google.com/document/d/1gniQkXW-W40XPF-eHSwwa_t0vtIvhHfoZytdFo2Aztk/edit?usp=sharing,Lesson Resource,5
act2,unit-4,lesson-5,Feedback Form,https://bit.ly/ECforALLfeedback,Lesson Resource,6
act3,unit-1,__unit__,Workbook U.1,https://docs.google.com/presentation/d/1lFQVYHvwUoKqV1R4OS2My-IkvZOtXoT4Xnlb191l3Qw/edit?usp=sharing,Unit Resource,1
act3,unit-1,__unit__,WB U.1 Spanish,https://docs.google.com/presentation/d/1JlpveUixiH8GsdRZR9nlCJEYUD0QT7EtKVdO-CmKC1c/edit?usp=sharing,Unit Resource,2
act3,unit-1,__unit__,Unit Overview,https://docs.google.com/document/d/1N7XOOOb4lUwXqplisFANjiNh1WdeGRKg_iuLgn9oGxQ/edit?usp=sharing,Unit Resource,3
act3,unit-1,lesson-1,Lesson Plan,https://docs.google.com/document/d/1N28kQFh42RDgKZVCWXn2gyE47LeMvixivXLKDC77Mqw/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-1,Slide Deck,https://docs.google.com/presentation/d/1AHuIhNPSSgUMV-bKWGiYedF8u5y5EYlEy6UvzeGONnc/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-1,Student Workbook,https://docs.google.com/presentation/d/1S0KP4VowD3nYqL5F1BHiPf_4H_b9W5XX_2L_3OqUoWg/edit?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-1,Lesson Resources,https://docs.google.com/document/d/12oDqzrjPLJnSzsKlLagEBmElZVy-NeaEIxHnzPIHNEs/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-1,Presentación en Español,https://docs.google.com/presentation/d/1p6ffcj-bpkx4I0d3NvhnqJeIyILvsLFOSRD-F5-Sb38/edit?slide=id.g2fe5e41aa96_1_45#slide=id.g2fe5e41aa96_1_45,Lesson Resource,5
act3,unit-1,lesson-2,Lesson Plan,https://docs.google.com/document/d/1zRu8aAH-RoN_TlDVpmFCFQP5pGVRtu4sXSBX-lz_s_o/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-2,Slide Deck,https://docs.google.com/presentation/d/1y0CCObvqvZw1IwuwWK7v3yJ5c8-0LuyRNJ7xsz48YsU/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-2,Student Workbook,https://drive.google.com/file/d/17wh8vv5Oe0kGDbCD9PqYb_KJiV8Wg5J6/view?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-2,Lesson Resources,https://docs.google.com/document/d/1xItkMnUj3Mx_jc_fUNdHBNfuF4mTK4h37p2-D7oOv2M/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-2,Presentación en Español,https://docs.google.com/presentation/d/1BaO7ghXGqifiazIoZkPVvPK-aPqdgidlajk_OTJ0SvI/edit#slide=id.g2ffa0ad7a0a_2_0,Lesson Resource,5
act3,unit-1,lesson-3,Lesson Plan,https://docs.google.com/document/d/1Bp6rn1vyt9TESkIJRu9vCoFi4eTW2Uhq9QcxCwKx0LE/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-3,Slide Deck,https://docs.google.com/presentation/d/1ulR2LTfKzeZ5lnr5k60hnLFyRv0VsV600uxSMZrZ6yM/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-3,Student Workbook,https://drive.google.com/file/d/1mGkfuMr-5QU6DB8_nwgNvZ-LNwBKqPm_/view?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-3,Lesson Resources,https://docs.google.com/document/d/1xxEnYbPSOWlVfIiW-M9T-a2FMLvvbsvWzy4ckNQiLEo/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-3,Presentación en Español,https://docs.google.com/presentation/d/1fmmoCpLEnt1lByJ7YoNkSQG32drnuUzRmgmUXcTau-Y/edit#slide=id.g2ffa1dcc24a_1_0,Lesson Resource,5
act3,unit-1,lesson-4,Lesson Plan,https://docs.google.com/document/d/1OewPMHq2enxrForisIEmLlh6e0sw7wEtR8V0HNzzOWs/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-4,Slide Deck,https://docs.google.com/presentation/d/1-yf_d9m6aBQ4Iqsh6hBLhuWkqmcfaRU8TuL17XoGvos/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-4,Student Workbook,https://drive.google.com/file/d/1uTLZEPCv98xozS_kTk9S5CmCqdW862xg/view?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-4,Lesson Resources,https://docs.google.com/document/d/1VyCAcshdFyGZXQ-Tv2aXRK0zJXjz1e9HThJyKR6SijQ/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-4,Presentación en Español,https://docs.google.com/presentation/d/1m9Y128nClJ8mV2BYTK5ysarYqqdK5ET6NBS1Aff3W90/edit#slide=id.g1d905dd9e55_0_1,Lesson Resource,5
act3,unit-1,lesson-5,Lesson Plan,https://docs.google.com/document/d/1yYqRkGiHkezIgikO4VlKXGV3LwSsgE2shsl9JxG-ICc/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-5,Slide Deck,https://docs.google.com/presentation/d/1OZHM_5dMYbVBfHq_FApJBudsWS1cGzsnvmQLxgO7Glk/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-5,Student Workbook,https://drive.google.com/file/d/11bhPzxSEUt-lTpJtwBlnilux-uRLpJ7q/view?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-5,Lesson Resources,https://docs.google.com/document/d/1wOyhgrTKXq9l2DZA5K7pP9trYbKoxx87b5L4BlpMHPM/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-5,Presentación en Español,https://docs.google.com/presentation/d/1baC8UH-yHpW__wcubeRho6djHZdIWoWR8IC-0TEXkGo/edit#slide=id.g3025c5287b5_2_0,Lesson Resource,5
act3,unit-1,lesson-6,Lesson Plan,https://docs.google.com/document/d/1A-A6YuJzGaKkKtkt0p6LZz44y0KMkumAap4HnPYkxCo/edit?usp=sharing,Lesson Resource,1
act3,unit-1,lesson-6,Slide Deck,https://docs.google.com/presentation/d/1kmGKCu9cSMcdgOsaicntAyyxswD0SjAGKqJH2ZWiInU/edit?usp=sharing,Lesson Resource,2
act3,unit-1,lesson-6,Student Workbook,https://drive.google.com/file/d/1_Un5isa7jN4xXudxm3dfwPH9wA6AxiEs/view?usp=sharing,Lesson Resource,3
act3,unit-1,lesson-6,Lesson Resources,https://docs.google.com/document/d/1v95g7T3j3m1IaeEzEl6OeUndoL-vCWH4_fcC2gjS2fw/edit?usp=sharing,Lesson Resource,4
act3,unit-1,lesson-6,Presentación en Español,https://docs.google.com/presentation/d/126RAIKvHBFne3gbKAE_1qppAzrS_LSn0vjPeQEdwxZA/edit#slide=id.g30263e52f37_1_45,Lesson Resource,5
act3,unit-2,__unit__,Workbook U.2,https://docs.google.com/presentation/d/16zA19CYSLputIm14GI9Te9zvssMn3JG8mEpKEoe_MO8/edit?usp=sharing,Unit Resource,1
act3,unit-2,__unit__,WB U.2 Spanish,https://docs.google.com/presentation/d/1zL3NNp_0gQhnQLCSCHodQAwnfaW08P71SUZMelPR1hY/edit?usp=sharing,Unit Resource,2
act3,unit-2,__unit__,Unit Overview,https://docs.google.com/document/d/1CfpP4n387SHgY8jPo7So7-KyyUl3Cs5BROV18EuyhG1sms_BBT4/edit?usp=sharing,Unit Resource,3
act3,unit-2,lesson-1,Lesson Plan,https://docs.google.com/document/d/1oBOzSa5-YW9FIJwg3leOkeLPKsO1r-wGRJ625lQwL6w/edit?usp=sharing,Lesson Resource,1
act3,unit-2,lesson-1,Slide Deck,https://docs.google.com/presentation/d/1Fvw5oU7gdg-THOXKroNhzGwUlBuE2HagjD3tcdyOhW0/edit?usp=sharing,Lesson Resource,2
act3,unit-2,lesson-1,Student Workbook,https://docs.google.com/presentation/d/1A3nGoGbTJ60zEcj1Lk5Ta8tZyoXHfSYuNoLT-GFBWOI/edit?usp=sharing,Lesson Resource,3
act3,unit-2,lesson-1,Lesson Resources,https://docs.google.com/document/d/1gt2KFRILdOYeBzmdPJvuCcfYngdif3LFXw-TFdRL-5o/edit?usp=sharing,Lesson Resource,4
act3,unit-2,lesson-1,Presentación en Español,https://docs.google.com/presentation/d/1EcPTbgKiW_ppy0akAw6TmTewE6FIv_AX_SBHu8XgmzI/edit#slide=id.g30263f83095_1_45,Lesson Resource,5
act3,unit-2,lesson-2,Lesson Plan,https://docs.google.com/document/d/1tm-_OyHYkbb7tmfC22g9fEiJFbu-h7fC6zLpIhdlXxw/edit?usp=sharing,Lesson Resource,1
act3,unit-2,lesson-2,Slide Deck,https://docs.google.com/presentation/d/19uPrcrwYozG209cAYqmcBCwW0Nx_Md6ySYr_OcMi-_Y/edit?usp=sharing,Lesson Resource,2
act3,unit-2,lesson-2,Student Workbook,https://docs.google.com/presentation/d/1-JfTmwM4ClYOmUoLEFnGZbD-mcpZJ_28FFHrVQM793g/edit?usp=sharing,Lesson Resource,3
act3,unit-2,lesson-2,Lesson Resources,https://docs.google.com/document/d/1YIfyq4StFPLpe1Hj1ntAKgeAx15yqbYxZ8NNurr3Q_g/edit?usp=sharing,Lesson Resource,4
act3,unit-2,lesson-2,Presentación en Español,https://docs.google.com/presentation/d/1zoSFRY-4xCn5NzzyFow5BDIH5IpWc8yyqUZs_jxYwIc/edit#slide=id.g3026449472b_1_45,Lesson Resource,5
act3,unit-2,lesson-3,Lesson Plan,https://docs.google.com/document/d/1db0PVLGGvyzuGl67hq2TNi5BROV18EuyhG1sms_BBT4/edit?usp=sharing,Lesson Resource,1
act3,unit-2,lesson-3,Slide Deck,https://docs.google.com/presentation/d/139egrj2lOynm5h9ZNPPPoDL_5xmvhbwiSctb4KCIpEA/edit?usp=sharing,Lesson Resource,2
act3,unit-2,lesson-3,Student Workbook,https://docs.google.com/presentation/d/1iie_7tpbGdb-rDbT5jO46dfcJivl63WmHavZ1AA3Qr4/edit?usp=sharing,Lesson Resource,3
act3,unit-2,lesson-3,Lesson Resources,https://docs.google.com/document/d/14mT5f4ES3U1EkBirHYoCghc5cZtXQ9mRMDDlyRP-rI0/edit?usp=sharing,Lesson Resource,4
act3,unit-2,lesson-3,Presentación en Español,https://docs.google.com/presentation/d/1QPzdm03sJH_DWmrwfvfb5vFLoAEMKCWJJPuCQHIOGr4/edit#slide=id.g303c0093350_1_45,Lesson Resource,5
act3,unit-2,lesson-4,Lesson Plan,https://docs.google.com/document/d/11sW0X5j1cxOQxkDXaF-u5_ZTmbv0bZmZpDnu5o5j5n4/edit?usp=sharing,Lesson Resource,1
act3,unit-2,lesson-4,Slide Deck,https://docs.google.com/presentation/d/1xv2ooopp5rv3GPxWhS6y4Q3fZxsZfqBODwsprK8fggc/edit?usp=sharing,Lesson Resource,2
act3,unit-2,lesson-4,Student Workbook,https://docs.google.com/presentation/d/1bviw-ho4cbAGtWIyFYHEMT70IT2-L3zq2zhuE5tWXe4/edit?usp=sharing,Lesson Resource,3
act3,unit-2,lesson-4,Lesson Resources,https://docs.google.com/document/d/1C0hsu2YiynzQpyL2jbVflt-HXkxy2pZdFVUcr3PvGKs/edit?usp=sharing,Lesson Resource,4
act3,unit-2,lesson-4,Presentación en Español,https://docs.google.com/presentation/d/15O83VA_nELqDoGoJeFlHxY3Fgsepefs6wjxYzABbLAY/edit#slide=id.g309a55850a6_1_91,Lesson Resource,5
act3,unit-2,lesson-5,Lesson Plan,https://docs.google.com/document/d/1NF9-pbssbuqFmxzttuGOk37AtwGPrBVU97P0rLwCddE/edit?usp=sharing,Lesson Resource,1
act3,unit-2,lesson-5,Slide Deck,https://docs.google.com/presentation/d/1UlKiJhoZRul0WQBvFa02q8UW_aMwmgYtbdNODPaSVfE/edit?usp=sharing,Lesson Resource,2
act3,unit-2,lesson-5,Student Workbook,https://docs.google.com/presentation/d/1LbeVHrCoy0dmx0wSlf5Q3JCqO_gvmfPqIfEe_Au12QE/edit?usp=sharing,Lesson Resource,3
act3,unit-2,lesson-5,Lesson Resources,https://docs.google.com/document/d/1IwbyFuSE4uq4QLXgKZXkru-q32mmelPRsz6Osnfbamk/edit?usp=sharing,Lesson Resource,4
act3,unit-2,lesson-5,Presentación en Español,https://docs.google.com/presentation/d/1nJucji9hn0BV04IfTOcKKauJabHyM-kDdWWPKfpKMOc/edit#slide=id.g1f631a9d336_0_0,Lesson Resource,5
act3,unit-3,__unit__,Lesson Plan,https://docs.google.com/document/d/1pu-LrASxnzKWr8KwId47CAFha8UbM--Ga-8IyYQgWmk/edit?usp=sharing,Unit Resource,1
act3,unit-3,__unit__,Workbook U.3,https://docs.google.com/presentation/d/1ncdx8RYNPhcgFZQa3zbt32ACEWU-yq9o7cL7nc6dWg4/edit?usp=sharing,Unit Resource,2
act3,unit-3,__unit__,WB U.3 Spanish,https://docs.google.com/presentation/d/1LpewyV01DT-tadAWvy_B0ApNK-OlspkrOfr-bO7tBlM/edit?usp=sharing,Unit Resource,3
act3,unit-3,__unit__,Unit Overview,https://docs.google.com/document/d/1Cuya5oISaTH6oWi0Sic629iIUCAYJJHSJcL7lGruwSs/edit?usp=sharing,Unit Resource,4
